x,y,Name,Station,TIME (Atlantic/Jan_Mayen),TEMP (degC),STATION_PRESSURE (hPa),RELATIVE_HUMIDITY (%),WIND_SPEED (m/s),WIND_DIRECTION (deg),PRECIP_AMOUNT (mm/hr)
15.5015,78.2453,Svalbard Lufthavn,SN99840,01.05.2024 20:00,0.4,1031.7,75,1.7,292,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,01.05.2024 21:00,-0.4,1032.3,90,2.2,260,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,01.05.2024 22:00,-0.2,1032.5,78,1.4,259,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,01.05.2024 23:00,-0.3,1032.8,74,1.7,256,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 00:00,-0.5,1032.8,77,0.4,275,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 01:00,-0.5,1032.9,69,2.3,269,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 02:00,-0.5,1032.8,67,1.2,254,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 03:00,-0.5,1032.9,65,1,268,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 04:00,-0.6,1032.9,64,2.9,239,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 05:00,-1.3,1032.8,67,1.8,275,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 06:00,-1.9,1032.8,74,1.5,110,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 07:00,-2.4,1032.8,77,3.4,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 08:00,-2.4,1032.8,72,5.3,103,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 09:00,-2,1032.8,68,3.5,107,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 10:00,-1.7,1033,67,3.2,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 11:00,-1.8,1032.8,68,3.9,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 12:00,-1.8,1032.7,67,1.7,141,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 13:00,-1.6,1032.4,66,1.1,179,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 14:00,-1.7,1032,67,3,113,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 15:00,-1.8,1031.7,69,2.5,120,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 16:00,-1.8,1031.4,68,1.6,117,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 17:00,-2.1,1031.2,70,1.7,267,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 18:00,-2.2,1030.8,71,2.4,257,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 19:00,-3.4,1030.6,73,3.8,108,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 20:00,-3.6,1030.4,73,4,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 21:00,-4.3,1030.2,73,3.6,113,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 22:00,-4.9,1030,73,4.1,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,02.05.2024 23:00,-5.4,1029.9,74,4.5,106,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 00:00,-5.5,1029.8,73,4.6,108,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 01:00,-5.5,1029.3,70,5.1,106,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 02:00,-5.7,1029.1,71,5.5,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 03:00,-6.2,1028.8,73,5.1,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 04:00,-5.8,1028.4,70,5.4,109,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 05:00,-5.8,1028.1,71,5.1,102,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 06:00,-5.5,1027.8,67,4.6,100,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 07:00,-4.7,1027.6,70,4,107,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 08:00,-3.9,1027.5,65,1.4,107,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 09:00,-2.3,1027.4,56,0.6,271,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 10:00,-2.8,1027.4,65,1.6,245,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 11:00,-3.6,1027.3,73,2.1,234,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 12:00,-3.5,1027.3,73,3.1,238,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 13:00,-3.1,1027.2,69,3.5,242,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 14:00,-1.7,1027,65,3.2,234,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 15:00,-1.9,1026.8,68,2.4,267,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 16:00,-2.1,1026.7,72,1.6,267,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 17:00,-2.2,1026.8,75,1.8,284,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 18:00,-2.1,1026.6,76,1.5,260,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 19:00,-2.4,1026.5,77,1.5,268,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 20:00,-2.4,1026.6,75,1.6,242,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 21:00,-2.1,1026.8,67,2.2,254,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 22:00,-2.9,1027,65,1.9,251,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,03.05.2024 23:00,-2.9,1027,60,1.7,253,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 00:00,-4.2,1026.8,64,1.2,113,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 01:00,-4.6,1026.8,69,1.2,111,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 02:00,-4.7,1026.8,72,1.6,97,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 03:00,-4.6,1026.6,64,1.3,103,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 04:00,-4.4,1026.4,68,0.5,9,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 05:00,-4.2,1026.3,65,1.3,321,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 06:00,-3.6,1026.3,62,1.2,102,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 07:00,-3.8,1026.3,66,2.2,251,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 08:00,-2.1,1026.2,57,2.5,268,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 09:00,-2.3,1026.2,57,2,237,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 10:00,-1.8,1026.2,56,1.6,34,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 11:00,-2.1,1026.1,56,2.8,360,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 12:00,-1.7,1026.2,57,4.4,2,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 13:00,-1.9,1026.3,52,3.4,355,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 14:00,-1.6,1026.3,55,5,360,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 15:00,-1.7,1026.1,61,4.1,3,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 16:00,-2,1026,59,5.3,7,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 17:00,-1.8,1025.9,63,5.7,7,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 18:00,-2.1,1025.9,61,4.4,6,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 19:00,-2.4,1025.7,60,2.8,17,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 20:00,-3.1,1025.9,70,1.2,34,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 21:00,-3.8,1025.8,71,2.4,119,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 22:00,-4.4,1025.8,71,3.1,108,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,04.05.2024 23:00,-4.6,1025.8,71,3.3,104,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 00:00,-5.2,1025.6,71,2.4,99,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 01:00,-5.8,1025.7,78,3.5,113,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 02:00,-5.4,1025.7,78,1.7,118,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 03:00,-5.3,1025.6,77,1,182,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 04:00,-4.7,1025.2,77,2.8,91,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 05:00,-4,1025.1,70,1.4,314,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 06:00,-4,1025.3,74,2.3,315,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 07:00,-3.8,1025.2,70,1.9,331,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 08:00,-3.9,1025.1,68,2.6,321,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 09:00,-3.7,1025,67,2.3,284,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 10:00,-3.5,1025.1,67,2.1,285,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 11:00,-3.5,1025.1,66,2.9,260,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 12:00,-3.4,1025,62,2.5,255,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 13:00,-3.4,1025.2,67,3.7,261,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 14:00,-3.2,1025,64,2.5,255,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 15:00,-3.2,1024.9,66,3.1,262,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 16:00,-3.2,1024.8,64,3.3,245,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 17:00,-3.1,1024.6,65,3.2,256,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 18:00,-3.2,1024.6,65,2.8,260,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 19:00,-3.4,1024.5,67,2.3,251,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 20:00,-3.4,1024.3,67,2.6,274,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 21:00,-3.3,1024.3,63,2.8,307,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 22:00,-3.3,1024.2,62,3.2,282,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,05.05.2024 23:00,-3.6,1024.3,62,2.5,278,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 00:00,-3.6,1024.2,66,3.4,306,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 01:00,-3.8,1024.1,64,2.8,320,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 02:00,-4,1024.1,66,2.7,312,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 03:00,-4.2,1024.2,70,3.7,316,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 04:00,-4.4,1024.2,69,2,310,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 05:00,-4.2,1024.4,67,1.9,280,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 06:00,-4.3,1024.3,68,2,351,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 07:00,-4.3,1024.4,66,0.7,271,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 08:00,-4.2,1024.4,68,2,332,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 09:00,-3.9,1024.5,67,1.8,338,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 10:00,-3.9,1024.7,67,1.7,341,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 11:00,-3.6,1024.7,66,1.4,313,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 12:00,-2.9,1024.9,64,1.4,331,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 13:00,-3.4,1025.1,68,1.4,341,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 14:00,-3.4,1025.3,69,1.8,299,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 15:00,-3.2,1025.4,72,3.8,264,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 16:00,-3.4,1025.5,74,3.7,258,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 17:00,-3.4,1025.7,76,4,245,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 18:00,-2.9,1025.7,71,2.5,250,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 19:00,-2.4,1025.8,68,3.1,254,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 20:00,-3.1,1025.9,71,1.7,248,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 21:00,-3,1025.9,70,1,229,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 22:00,-3.4,1026,73,1.4,224,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,06.05.2024 23:00,-3.6,1026,77,1.8,99,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 00:00,-3.5,1026.2,78,1,48,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 01:00,-3.6,1026.4,76,1.4,110,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 02:00,-3.6,1026.2,75,4.2,95,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 03:00,-3.2,1026,76,5.3,99,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 04:00,-3.3,1026,77,3.6,127,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 05:00,-3.1,1026.1,75,4.3,104,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 06:00,-2.8,1026,75,3.9,96,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 07:00,-2.4,1025.8,75,0.7,131,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 08:00,-1.3,1026,73,1.9,253,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 09:00,-1.2,1026,73,0,0,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 10:00,-0.5,1026,75,1.8,274,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 11:00,0.7,1026,73,1.4,263,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 12:00,0.9,1026,74,2.1,275,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 13:00,-0.6,1026.1,79,3,264,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 14:00,-0.6,1026,81,2.5,257,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 15:00,0,1026,80,2,262,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 16:00,1.8,1026,72,1.3,270,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 17:00,2.3,1025.8,71,3.6,151,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 18:00,1.6,1025.8,74,1.2,222,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 19:00,2.4,1025.7,67,2.9,191,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 20:00,1.7,1025.9,73,6.7,170,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 21:00,1.9,1025.7,72,5.1,154,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 22:00,1.2,1025.7,77,3.9,150,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,07.05.2024 23:00,1.4,1025.7,77,4.9,132,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 00:00,1,1025.6,77,4.2,133,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 01:00,1.5,1025.4,70,6,162,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 02:00,1.7,1025.4,69,5.5,172,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 03:00,1.4,1025.1,74,3.8,131,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 04:00,2.6,1024.9,64,6.5,166,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 05:00,2.2,1024.9,67,9.8,169,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 06:00,1.2,1025.4,77,4.1,180,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 07:00,2.6,1025.2,63,6.4,171,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 08:00,1.6,1025,72,7.8,124,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 09:00,2.2,1024.8,66,7.8,121,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 10:00,2.4,1024.8,62,8.6,138,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 11:00,2.2,1025.1,65,7.7,138,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 12:00,2.4,1024.7,66,7.7,121,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 13:00,2.6,1024.9,65,7.1,140,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 14:00,3.3,1024.9,62,4.9,130,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 15:00,3.2,1024.5,61,5.6,119,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 16:00,2.5,1024.3,62,4.9,130,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 17:00,2.5,1023.8,61,5.1,152,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 18:00,1.8,1023.5,60,5.2,148,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 19:00,0.9,1023,64,4.3,151,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 20:00,0.7,1022.7,60,3.5,159,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 21:00,0.5,1022.3,60,4.9,131,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 22:00,0.5,1022.2,65,6.2,117,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,08.05.2024 23:00,0.6,1022.5,63,6.5,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 00:00,0.5,1022,62,8.9,138,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 01:00,0.6,1021.6,60,7.7,123,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 02:00,0.7,1021.4,61,8.4,109,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 03:00,0.3,1020.6,64,8,101,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 04:00,0.4,1020,63,8.8,109,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 05:00,0.9,1019.4,66,7.8,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 06:00,0.9,1018.8,64,5.9,100,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 07:00,0.8,1018.8,65,9.2,106,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 08:00,0.6,1018.3,69,10.1,98,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 09:00,0.6,1017.9,65,11,103,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 10:00,0,1017.8,67,11.1,97,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 11:00,-0.3,1017.2,62,12.7,90,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 12:00,-0.2,1017.3,64,11.7,97,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 13:00,-0.1,1016.8,67,9.4,87,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 14:00,0.3,1016.5,68,10.9,90,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 15:00,0,1016.5,66,12.3,97,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 16:00,0,1016.3,66,11.5,95,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 17:00,0,1015.8,71,11.4,93,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 18:00,-0.1,1015.8,70,10.4,103,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 19:00,0,1015.8,68,7.2,95,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 20:00,0.5,1015.5,66,7.3,97,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 21:00,0.6,1015.6,69,6.7,103,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 22:00,0.5,1015.8,70,8.2,114,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,09.05.2024 23:00,0.6,1016,70,5.8,114,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 00:00,0.6,1016,68,8.6,112,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 01:00,0.2,1016.4,68,7.5,114,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 02:00,0,1016.9,67,9.3,98,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 03:00,-0.4,1016.9,67,9.9,104,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 04:00,-0.2,1016.8,67,8.8,98,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 05:00,-0.1,1016.9,68,7.8,94,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 06:00,0.3,1017.1,64,6.5,100,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 07:00,0.1,1017.2,68,6.6,110,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 08:00,0.6,1017.4,63,7.3,121,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 09:00,0.7,1017.4,64,7.4,116,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 10:00,0.6,1017.7,67,7.2,118,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 11:00,0.5,1018,66,8.2,112,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 12:00,0.7,1018.2,66,9,101,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 13:00,0.7,1018.2,68,8.7,104,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 14:00,0.9,1018.4,63,6.6,109,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 15:00,1.2,1018.3,65,5.8,102,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 16:00,1,1018.2,66,7.3,100,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 17:00,0.8,1018.1,66,6.2,112,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 18:00,0,1017.7,67,8.9,106,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 19:00,-0.1,1017.3,66,8.8,105,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 20:00,0.1,1017,65,10.2,106,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 21:00,-0.2,1016.6,65,10.8,112,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 22:00,-0.5,1016,66,14.2,112,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,10.05.2024 23:00,-0.6,1015.9,67,13,114,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 00:00,-0.7,1016.1,67,12,119,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 01:00,-0.8,1015.6,69,10.7,114,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 02:00,-0.9,1015.2,68,10.7,118,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 03:00,-0.9,1014.6,68,11.3,113,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 04:00,-0.7,1014.5,68,11.7,123,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 05:00,-0.2,1013.9,68,12.4,120,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 06:00,0.4,1013.4,67,9.8,120,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 07:00,0.6,1013,66,10.1,121,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 08:00,0.9,1012.6,67,9.5,116,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 09:00,0.7,1012.3,70,9.3,114,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 10:00,2.1,1011.7,65,9.4,120,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 11:00,2.2,1011.1,65,10.4,122,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 12:00,2.1,1010.8,67,8.7,121,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 13:00,1.3,1010.6,70,9.4,125,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 14:00,1.5,1010.2,67,7.7,123,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 15:00,2,1009.7,68,4.7,61,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 16:00,2,1009,66,7.5,115,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 17:00,2.1,1008.6,68,6,117,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 18:00,1.7,1007.8,72,7.9,120,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 19:00,2,1007.7,66,7,126,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 20:00,1.3,1007.8,68,5.3,139,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 21:00,1.4,1007.8,66,1.7,170,0
15.5015,78.2453,Svalbard Lufthavn,SN99840,11.05.2024 22:00,0.9,1007.9,71,3,245,0
