Time UTC (yyyy-mm-ddThh:mm:ss.fffZ),Air Pressure (hPa),Absolute Humidity (g/m^3),Air Density (kg/m3),Air Temperature (C),Dew Point (C),Mixing Ratio (g/kg),Relative Air Pressure (hPa),Relative Humidity (%),Specific Enthalpy (kJ/kg),Wind Direction (deg),Wind Speed (m/s)
2024-01-01T00:30:00.000Z,1018.218136833,0.532670138,1.4348225,-25.992411933,-29.847658233,0.317271437,1018.218136833,70.003717617,-25.355959117,53.107783642,3.738081772
2024-01-01T01:30:00.000Z,1018.871825833,0.506655995,1.439068145,-26.556019983,-30.407957083,0.300771033,1018.871825833,69.893421283,-25.963419133,79.596381541,2.853799854
2024-01-01T02:30:00.000Z,1018.547287833,0.488080481,1.44131652,-27.01815985,-30.8231028,0.289188775,1018.547287833,70.098208617,-26.45672185,30.566378983,5.505665774
2024-01-01T03:30:00.000Z,1019.041056333,0.482255149,1.441736518,-26.970958017,-30.946753083,0.28566176,1019.041056333,68.979614233,-26.417881083,31.3141915,5.127479767
2024-01-01T04:30:00.000Z,1019.3486115,0.480168523,1.443242697,-27.1538182,-31.0014935,0.284093449,1019.3486115,69.7826686,-26.605677367,25.699900455,4.76772246
2024-01-01T05:30:00.000Z,1019.807623667,0.497621475,1.441208407,-26.6962472,-30.60531655,0.294941505,1019.807623667,69.4850725,-26.11877675,27.606355877,4.505512703
2024-01-01T06:30:00.000Z,1019.9820025,0.514833366,1.438044313,-26.114484433,-30.214481583,0.305930201,1019.9820025,68.37823455,-25.5065813,28.970420042,3.693270549
2024-01-01T07:30:00.000Z,1020.568139667,0.547195571,1.434624945,-25.387920767,-29.531703367,0.32610701,1020.568139667,68.271718283,-24.726137283,37.719895368,2.751838414
2024-01-01T08:30:00.000Z,1021.1871055,0.575454922,1.432435897,-24.859127317,-28.970322517,0.343610779,1021.1871055,68.608292433,-24.15117335,75.120981685,2.621248212
2024-01-01T09:30:00.000Z,1021.3189295,0.620781393,1.428565725,-24.158666567,-28.116817633,0.371859366,1021.3189295,69.756163617,-23.377074467,70.90576411,2.786962401
2024-01-01T10:30:00.000Z,1021.628541833,0.664806079,1.424223382,-23.331703417,-27.334509867,0.399687222,1021.628541833,69.66079985,-22.476643783,101.215755952,2.090752891
2024-01-01T11:30:00.000Z,1021.6513365,0.718761447,1.41902656,-22.41431215,-26.43467935,0.433985552,1021.6513365,69.7604274,-21.469227467,39.769013182,3.063457475
2024-01-01T12:30:00.000Z,1021.637116833,0.750263837,1.415672017,-21.827177767,-25.933336383,0.454262694,1021.637116833,69.35292615,-20.828534033,53.901682381,3.176195633
2024-01-01T13:30:00.000Z,1022.014059,0.76039376,1.415589872,-21.718535717,-25.778961267,0.460456078,1022.014059,69.66594105,-20.703970883,257.711851348,1.886695053
2024-01-01T14:30:00.000Z,1022.0905705,0.764975667,1.414716103,-21.544917117,-25.7039878,0.463572435,1022.0905705,69.0852592,-20.5215887,304.9556804,1.831605577
2024-01-01T15:30:00.000Z,1022.2272655,0.76692963,1.415365533,-21.628998317,-25.6801636,0.464520385,1022.2272655,69.749285817,-20.603866967,320.963569,1.665929686
2024-01-01T16:30:00.000Z,1022.3113005,0.795152156,1.415037597,-21.55235195,-25.277713467,0.481759604,1022.3113005,71.84809065,-20.484314517,322.804374167,1.791712296
2024-01-01T17:30:00.000Z,1022.3943685,0.819605173,1.413469937,-21.25654145,-24.925783217,0.497233692,1022.3943685,72.279547933,-20.148538983,302.941188667,2.483333047
2024-01-01T18:30:00.000Z,1022.418429833,0.83932866,1.41089744,-20.791564367,-24.636608783,0.510283353,1022.418429833,71.258148367,-19.648471033,297.737794833,2.406293423
2024-01-01T19:30:00.000Z,1022.6238715,0.846831173,1.408913533,-20.386157283,-24.518144433,0.515718675,1022.6238715,69.522696867,-19.227079467,289.789025,2.707097632
2024-01-01T20:30:00.000Z,1022.601594,0.890993159,1.406425953,-19.949983683,-23.925470883,0.543734042,1022.601594,70.608032883,-18.719091683,293.242130167,3.708121186
2024-01-01T21:30:00.000Z,1022.889688,0.837583535,1.407081653,-19.991386417,-24.623285417,0.510893592,1022.889688,66.567222483,-18.841661667,282.065955667,3.397027638
2024-01-01T22:30:00.000Z,1022.92153,0.766339742,1.413741423,-21.167977883,-25.66629095,0.464842052,1022.92153,67.085031417,-20.139142433,290.613313,1.830417106
2024-01-01T23:30:00.000Z,1022.914828333,0.754047669,1.415154352,-21.419734967,-25.858734217,0.456859723,1022.914828333,67.389687067,-20.412129717,282.571325833,2.743829015
2024-01-02T00:30:00.000Z,1022.635141833,0.74178795,1.416929832,-21.802148067,-26.062721133,0.448746592,1022.635141833,68.4139217,-20.81691445,272.2635675,3.171630802
2024-01-02T01:30:00.000Z,1022.459463167,0.779730477,1.415235575,-21.549320967,-25.49329825,0.472342977,1022.459463167,70.44534765,-20.504437933,277.858367667,3.199988755
2024-01-02T02:30:00.000Z,1022.241447,0.769467697,1.415615358,-21.6693145,-25.646531717,0.465965559,1022.241447,70.204235033,-20.6408811,284.459497833,3.324063321
2024-01-02T03:30:00.000Z,1022.089058333,0.82712155,1.411564475,-20.98962395,-24.813253467,0.502566749,1022.089058333,71.3393359,-19.86678965,285.81877504,3.501548925
2024-01-02T04:30:00.000Z,1021.967073833,0.906384721,1.407791908,-20.35474755,-23.754641217,0.552451027,1021.967073833,74.229658717,-19.105000083,296.832384667,4.155595293
2024-01-02T05:30:00.000Z,1022.100538833,0.871656281,1.410790833,-20.853948917,-24.218215833,0.529969299,1022.100538833,74.363491833,-19.662785417,296.8457796,2.631382177
2024-01-02T06:30:00.000Z,1021.994013,0.857359399,1.411567075,-21.016556417,-24.411476083,0.520929059,1021.994013,74.12726875,-19.848693967,302.587274667,4.442179219
2024-01-02T07:30:00.000Z,1022.286593667,0.841321013,1.413971648,-21.373393817,-24.642824233,0.510206862,1022.286593667,74.89514655,-20.234203983,295.069840667,4.582724221
2024-01-02T08:30:00.000Z,1022.5338155,0.789065145,1.418840415,-22.170133433,-25.393642033,0.476589811,1022.5338155,75.04797515,-21.1187325,294.996317,4.237369503
2024-01-02T09:30:00.000Z,1022.598061167,0.78651427,1.419152653,-22.209657733,-25.4316809,0.474932334,1022.598061167,75.05011305,-21.162583833,292.709777167,4.436099936
2024-01-02T10:30:00.000Z,1022.8087565,0.8404344,1.414858057,-21.401158683,-24.654766983,0.509329592,1022.8087565,74.996177817,-20.26430875,286.273856667,3.818470632
2024-01-02T11:30:00.000Z,1022.752762333,0.826281534,1.415506955,-21.528112167,-24.859037167,0.500530451,1022.752762333,74.451658533,-20.413706483,291.561515507,3.091274596
2024-01-02T12:30:00.000Z,1022.689489167,0.752801251,1.422569482,-22.783999767,-25.952899467,0.45334568,1022.689489167,75.30066485,-21.793614867,304.656314667,4.852108502
2024-01-02T13:30:00.000Z,1022.740689167,0.639393292,1.433610608,-24.68894775,-27.82886605,0.381545903,1022.740689167,75.124194617,-23.886824667,312.455916333,4.548914248
2024-01-02T14:30:00.000Z,1022.676656,0.608750871,1.43676986,-25.251997267,-28.385169717,0.362305952,1022.676656,75.059973117,-24.500559083,315.959540167,4.204710686
2024-01-02T15:30:00.000Z,1022.877879833,0.588571118,1.43883412,-25.554779767,-28.770045367,0.349749511,1022.877879833,74.428999283,-24.8359878,311.071559,4.027066063
2024-01-02T16:30:00.000Z,1022.9420755,0.560810155,1.442555853,-26.175029433,-29.3102056,0.332209724,1022.9420755,74.86087985,-25.503046183,314.958517167,4.004056843
2024-01-02T17:30:00.000Z,1023.079853833,0.546543618,1.443651375,-26.3286739,-29.596455317,0.323489628,1023.079853833,73.903496517,-25.6789988,318.072819667,4.499820485
2024-01-02T18:30:00.000Z,1023.298715167,0.499281555,1.449454312,-27.2604521,-30.598270767,0.294122718,1023.298715167,73.221163917,-26.688373417,314.424826667,4.410772749
2024-01-02T19:30:00.000Z,1023.538081833,0.463153762,1.454686695,-28.085251733,-31.42866955,0.271697351,1023.538081833,73.005611267,-27.5730303,298.338619833,3.312242307
2024-01-02T20:30:00.000Z,1023.8034015,0.454203658,1.455924798,-28.229292183,-31.639161183,0.266190419,1023.8034015,72.512541233,-27.731411983,308.170906667,4.302465903
2024-01-02T21:30:00.000Z,1023.894972167,0.4458629,1.457029842,-28.392217867,-31.839265417,0.261068169,1023.894972167,72.2183429,-27.90784755,307.862747667,4.210985772
2024-01-02T22:30:00.000Z,1023.7784645,0.442878742,1.456989597,-28.415283933,-31.910501333,0.259323185,1023.7784645,71.879723017,-27.935322,305.5801575,4.26343698
2024-01-02T23:30:00.000Z,1023.610797833,0.428812928,1.458706657,-28.738845433,-32.2616839,0.25073109,1023.610797833,71.61675925,-28.281831383,304.905657167,4.598164403
2024-01-03T00:30:00.000Z,1023.309363167,0.422444386,1.459367492,-28.921095383,-32.426321917,0.246863739,1023.309363167,71.6975647,-28.47462295,294.517986167,3.84343781
2024-01-03T01:30:00.000Z,1023.058811,0.429285384,1.457776925,-28.718362367,-32.24931225,0.25117122,1023.058811,71.565459883,-28.260149933,306.839721833,4.583544881
2024-01-03T02:30:00.000Z,1022.765048167,0.429448784,1.456812325,-28.62366555,-32.240561733,0.251450158,1022.765048167,70.996861583,-28.16421025,312.1562095,5.058482914
2024-01-03T03:30:00.000Z,1022.681119167,0.416081736,1.458817362,-28.97653245,-32.58613475,0.24322732,1022.681119167,70.966506983,-28.539285883,291.433940833,3.478108206
2024-01-03T04:30:00.000Z,1022.502229167,0.420871922,1.457595953,-28.817103733,-32.45994375,0.246262799,1022.502229167,70.77583305,-28.371486883,301.587966333,4.095602913
2024-01-03T05:30:00.000Z,1022.495581667,0.420552967,1.457897725,-28.866717633,-32.47017925,0.246015838,1022.495581667,71.0332038,-28.421999033,297.144309667,2.966294529
2024-01-03T06:30:00.000Z,1022.2390235,0.438140093,1.454838085,-28.418211667,-32.0227409,0.256927895,1022.2390235,71.12810725,-27.9441308,304.287930333,4.750918019
2024-01-03T07:30:00.000Z,1021.773058167,0.456676276,1.451305507,-27.935719733,-31.566076917,0.268541438,1021.773058167,71.0618405,-27.430338883,308.9883175,5.696966993
2024-01-03T08:30:00.000Z,1021.612091833,0.45961073,1.450958662,-27.916257467,-31.4982591,0.270335829,1021.612091833,71.39616015,-27.406366233,295.197177333,4.623484659
2024-01-03T09:30:00.000Z,1021.253839667,0.450259114,1.45240702,-28.244517767,-31.729539017,0.264509361,1021.253839667,71.988742217,-27.750845783,283.026928167,5.720102476
2024-01-03T10:30:00.000Z,1020.736896167,0.474821457,1.448708448,-27.745260567,-31.15495315,0.27977387,1020.736896167,72.618151483,-27.211227967,285.568824333,5.873338634
2024-01-03T11:30:00.000Z,1020.349550333,0.52329514,1.441660362,-26.6451123,-30.07014495,0.310067047,1020.349550333,72.758543767,-26.03026155,304.794467167,4.738099085
2024-01-03T12:30:00.000Z,1020.1178575,0.482273942,1.444252265,-27.140492567,-30.957974417,0.285153696,1020.1178575,69.987046217,-26.589670183,316.969427833,4.314094329
2024-01-03T13:30:00.000Z,1019.908286,0.482881254,1.443718843,-27.099196333,-30.939689883,0.285615429,1019.908286,69.843381617,-26.54699985,315.673498,4.151958301
2024-01-03T14:30:00.000Z,1019.372209667,0.469306965,1.445537775,-27.536895933,-31.261997983,0.277151776,1019.372209667,70.513759167,-27.00804945,307.973650167,3.838133853
2024-01-03T15:30:00.000Z,1018.970269833,0.42752398,1.45118795,-28.58808995,-32.288135517,0.251304848,1018.970269833,70.439366883,-28.128777517,312.387084,4.752827211
2024-01-03T16:30:00.000Z,1018.621748667,0.398065669,1.454287827,-29.188486433,-33.054243483,0.233383873,1018.621748667,69.17889585,-28.776572933,318.082069833,4.320238374
2024-01-03T17:30:00.000Z,1018.248485833,0.388886375,1.455368658,-29.45703065,-33.308928983,0.22779285,1018.248485833,69.206706067,-29.0603717,313.1132895,5.21611682
2024-01-03T18:30:00.000Z,1017.9292745,0.396226954,1.453621563,-29.2404359,-33.107628383,0.23241302,1017.9292745,69.157081917,-28.831199583,314.532710167,5.62384538
2024-01-03T19:30:00.000Z,1017.7611885,0.385837313,1.456145762,-29.704650117,-33.403161067,0.225848303,1017.7611885,70.187987633,-29.314200517,307.980181333,5.125100674
2024-01-03T20:30:00.000Z,1017.454510667,0.427911295,1.449264378,-28.627481083,-32.282520967,0.251866631,1017.454510667,70.73522535,-28.16702445,311.2500745,6.786931774
2024-01-03T21:30:00.000Z,1017.336854167,0.477107572,1.442689665,-27.547664717,-31.090303283,0.28231825,1017.336854167,71.747598567,-27.00622505,312.272078,7.283006235
2024-01-03T22:30:00.000Z,1017.1815405,0.502028093,1.43912263,-26.9774533,-30.524062017,0.297917061,1017.1815405,71.847217317,-26.394381533,312.6207695,5.637265335
2024-01-03T23:30:00.000Z,1016.811325,0.507698542,1.437728223,-26.826421017,-30.397558933,0.301605734,1016.811325,71.713821583,-26.2334023,320.081443527,4.292377584
2024-01-04T00:30:00.000Z,1016.487304167,0.511261115,1.436773603,-26.741341233,-30.3196803,0.303943645,1016.487304167,71.683899717,-26.14208045,326.593597167,4.072088388
2024-01-04T01:30:00.000Z,1016.364886,0.519627682,1.435938627,-26.628117883,-30.142597467,0.309124943,1016.364886,72.1430973,-26.015474117,313.841660833,4.140946207
2024-01-04T02:30:00.000Z,1016.1963305,0.548842598,1.431854253,-25.971075783,-29.529282117,0.327593707,1016.1963305,71.990445,-25.309177167,317.0453335,3.534250533
2024-01-04T03:30:00.000Z,1015.829958667,0.573147377,1.428807858,-25.536700883,-29.044448633,0.342936339,1015.829958667,72.426578417,-24.834530067,310.755623,3.974980202
2024-01-04T04:30:00.000Z,1015.615639833,0.600181713,1.425409148,-25.0013357,-28.52259935,0.360104323,1015.615639833,72.451376417,-24.253769783,322.52535,3.762073621
2024-01-04T05:30:00.000Z,1015.453089,0.618899526,1.423322652,-24.680080633,-28.1758163,0.371964798,1015.453089,72.692130383,-23.901432083,323.068907333,4.322500184
2024-01-04T06:30:00.000Z,1015.410301,0.639823752,1.421304147,-24.339018317,-27.7992786,0.385181679,1015.410301,73.003894567,-23.52581985,320.3388435,4.213641657
2024-01-04T07:30:00.000Z,1015.345334167,0.668378052,1.418605453,-23.884001667,-27.302870133,0.403269976,1015.345334167,73.379020067,-23.023564367,324.111250333,4.02741926
2024-01-04T08:30:00.000Z,1015.482476167,0.709037849,1.415279962,-23.267853117,-26.628072617,0.429000452,1015.482476167,73.9022015,-22.34035975,320.492736667,3.575565936
2024-01-04T09:30:00.000Z,1015.658134,0.761804938,1.411041202,-22.478802683,-25.7994401,0.462572642,1015.658134,74.329701667,-21.463823967,318.957008333,3.047001907
2024-01-04T10:30:00.000Z,1015.758399,0.819903648,1.40648516,-21.6458555,-24.94309345,0.499762455,1015.758399,74.654115117,-20.534110567,331.2736925,2.599198595
2024-01-04T11:30:00.000Z,1015.8614435,0.871722857,1.402610675,-20.930523833,-24.221706417,0.533077417,1015.8614435,74.8356188,-19.732199917,315.809942473,2.416192562
2024-01-04T12:30:00.000Z,1016.103711167,0.908180092,1.400706318,-20.532074383,-23.741218817,0.556281802,1016.103711167,75.4633902,-19.2740415,277.755850944,2.524762532
2024-01-04T13:30:00.000Z,1016.422107667,0.940698728,1.399310535,-20.203328483,-23.3284827,0.576913736,1016.422107667,76.091025333,-18.8923409,281.356714371,2.606661042
2024-01-04T14:30:00.000Z,1016.626472,0.98756049,1.397370578,-19.80721845,-22.758492533,0.606669031,1016.626472,77.3447624,-18.42033005,101.57226619,2.999598933
2024-01-04T15:30:00.000Z,1017.065567333,0.996723112,1.39719468,-19.665452217,-22.6463637,0.612433518,1017.065567333,77.1725897,-18.26342735,169.168725962,2.842696859
2024-01-04T16:30:00.000Z,1017.416477,0.984345833,1.39749121,-19.631951967,-22.785634467,0.604707134,1017.416477,76.00921745,-18.248747183,49.347283162,3.432883786
2024-01-04T17:30:00.000Z,1017.948942333,0.951261142,1.399838125,-19.92072355,-23.188259933,0.583287166,1017.948942333,75.191332133,-18.592189433,60.839779282,3.913738961
2024-01-04T18:30:00.000Z,1018.634243667,0.90510974,1.403513823,-20.409065867,-23.7728208,0.553336438,1018.634243667,74.455501933,-19.157489483,140.988639811,3.287922336
2024-01-04T19:30:00.000Z,1019.198939667,0.888945305,1.405154542,-20.564095817,-23.982999767,0.542758135,1019.198939667,74.059663067,-19.339573617,146.720115215,3.040838441
2024-01-04T20:30:00.000Z,1019.929618333,0.884972907,1.406177505,-20.56515615,-24.033132767,0.539936689,1019.929618333,73.736212433,-19.347589333,131.100453606,2.966214701
2024-01-04T21:30:00.000Z,1020.713008833,0.856457052,1.408998677,-20.875724733,-24.416131667,0.521381054,1020.713008833,73.196358383,-19.70584495,207.666615127,2.93328748
2024-01-04T22:30:00.000Z,1021.362303667,0.804735373,1.41397285,-21.596926667,-25.149610833,0.487939497,1021.362303667,72.9654062,-20.513958517,169.687088066,2.621172953
2024-01-04T23:30:00.000Z,1021.666627833,0.72732057,1.421394498,-22.82789015,-26.3266344,0.438306923,1021.666627833,73.0654986,-21.874767933,279.311919073,2.528960872
2024-01-05T00:30:00.000Z,1021.979074667,0.696017164,1.424798457,-23.3455652,-26.8364069,0.418294276,1021.979074667,73.008596567,-22.444862583,337.393194403,2.151000705
2024-01-05T01:30:00.000Z,1022.084995333,0.639522065,1.429785772,-24.186168867,-27.8040156,0.382790628,1022.084995333,71.981472133,-23.377886367,331.5919495,2.425902103
2024-01-05T02:30:00.000Z,1022.375272333,0.593494827,1.435884803,-25.169496417,-28.657396067,0.353479634,1022.375272333,72.642118017,-24.43920605,318.733051833,3.00380181
2024-01-05T03:30:00.000Z,1022.635023333,0.570090209,1.4388261,-25.609992117,-29.108673617,0.338727442,1022.635023333,72.474061067,-24.918586817,326.608514667,3.281475885
2024-01-05T04:30:00.000Z,1022.922417167,0.571266717,1.438345413,-25.462120583,-29.078431917,0.339572142,1022.922417167,71.712111017,-24.767745,332.890697,2.377579884
2024-01-05T05:30:00.000Z,1023.244528,0.545986507,1.442150763,-26.034667867,-29.587056467,0.323542313,1023.244528,72.016108333,-25.383091417,329.708496167,2.041163874
2024-01-05T06:30:00.000Z,1023.550307833,0.540868171,1.442962862,-26.098376833,-29.693811767,0.320325981,1023.550307833,71.711264833,-25.455068717,319.766105667,3.044997267
2024-01-05T07:30:00.000Z,1023.528538167,0.49512819,1.449118382,-27.147604,-30.680724633,0.29176719,1023.528538167,71.901515283,-26.580620033,314.630079333,3.379088634
2024-01-05T08:30:00.000Z,1023.615839,0.458631196,1.454373973,-28.012167117,-31.5299072,0.269122595,1023.615839,71.814717867,-27.505812083,311.835336667,3.607497235
2024-01-05T09:30:00.000Z,1023.765243,0.454630196,1.454715482,-28.035168417,-31.619783467,0.26669804,1023.765243,71.352135283,-27.534891117,318.3745665,3.318719266
2024-01-05T10:30:00.000Z,1024.025525833,0.451006121,1.455305728,-28.0696584,-31.7104807,0.264474785,1024.025525833,70.960953017,-27.57502355,316.422515167,3.217910446
2024-01-05T11:30:00.000Z,1024.027743,0.43796294,1.457216898,-28.387802817,-32.02621615,0.256412475,1024.027743,70.9045291,-27.914802033,321.567199333,3.046175718
2024-01-05T12:30:00.000Z,1023.966067167,0.424439715,1.45925959,-28.746690683,-32.371043817,0.248086121,1023.966067167,70.918196133,-28.296193783,321.2569065,2.682546688
2024-01-05T13:30:00.000Z,1024.085227167,0.450045718,1.455554815,-28.0998802,-31.730648033,0.263850125,1024.085227167,71.022948517,-27.6069585,326.966990667,2.415687827
2024-01-05T14:30:00.000Z,1023.9856275,0.455737848,1.454166083,-27.886780933,-31.591457233,0.267491702,1023.9856275,70.57020295,-27.383671533,315.867669167,2.590783911
2024-01-05T15:30:00.000Z,1024.0133335,0.454374063,1.454916618,-28.007391417,-31.6243207,0.266516115,1024.0133335,71.137518267,-27.50739435,321.612053333,3.410173127
2024-01-05T16:30:00.000Z,1023.918946167,0.433384362,1.458306212,-28.5993173,-32.1457947,0.253503074,1023.918946167,71.485515733,-28.13469185,316.9588945,3.681234179
2024-01-05T17:30:00.000Z,1023.92251,0.439394955,1.457275907,-28.426794417,-31.99663445,0.257241055,1023.92251,71.364535483,-27.95199365,302.019467,2.168623743
2024-01-05T18:30:00.000Z,1023.6718685,0.477180153,1.451269652,-27.474028967,-31.092565317,0.280732223,1023.6718685,71.246970317,-26.93602515,283.481243667,2.653409647
2024-01-05T19:30:00.000Z,1023.649868,0.524171724,1.445068723,-26.431910567,-30.040310883,0.30989887,1023.649868,71.55051185,-25.816187667,287.101995,2.92050319
2024-01-05T20:30:00.000Z,1023.647336833,0.538095542,1.441840477,-25.88132345,-29.7353558,0.318973328,1023.647336833,70.04088865,-25.240023283,292.535034333,2.865308875
2024-01-05T21:30:00.000Z,1023.266459333,0.542551566,1.441088658,-25.843148833,-29.645822583,0.321792059,1023.266459333,70.385504533,-25.194704633,277.350743167,4.023601301
2024-01-05T22:30:00.000Z,1023.214824833,0.547742363,1.440897248,-25.824440983,-29.5431207,0.324916067,1023.214824833,70.950263217,-25.168221983,291.377467,3.913831569
2024-01-05T23:30:00.000Z,1022.914242333,0.557217219,1.439716792,-25.696638983,-29.35312975,0.330834481,1022.914242333,71.391042083,-25.02512945,277.296705667,5.186050467
2024-01-06T00:30:00.000Z,1022.975072833,0.546750865,1.44121153,-25.938154767,-29.568973117,0.324234062,1022.975072833,71.50990175,-25.284296283,217.478526183,2.716478063
2024-01-06T01:30:00.000Z,1022.721021,0.543307707,1.44111798,-25.981994333,-29.637657417,0.322201661,1022.721021,71.332895317,-25.3333859,273.385485333,3.826597282
2024-01-06T02:30:00.000Z,1022.483696,0.540439121,1.440839778,-25.990505333,-29.693876783,0.320556155,1022.483696,71.0113965,-25.345985067,280.835093833,3.75811887
2024-01-06T03:30:00.000Z,1022.287437833,0.527095137,1.441894368,-26.21780175,-29.970885617,0.31236204,1022.287437833,70.62834915,-25.594748083,275.320671,3.619660676
2024-01-06T04:30:00.000Z,1021.917703833,0.506404632,1.44544838,-26.914484067,-30.42940175,0.299212949,1021.917703833,72.0772463,-26.327858067,285.294458,3.906292361
2024-01-06T05:30:00.000Z,1021.881747167,0.505832355,1.445346898,-26.903584517,-30.441215833,0.298898803,1021.881747167,71.926334067,-26.3176627,285.2599825,4.315473232
2024-01-06T06:30:00.000Z,1021.5591825,0.488752976,1.446769437,-27.222880533,-30.8188762,0.288454073,1021.5591825,71.456885783,-26.6644689,272.725628667,4.430299898
2024-01-06T07:30:00.000Z,1021.518442333,0.480133964,1.447601382,-27.372828317,-31.014997417,0.283180157,1021.518442333,71.110585183,-26.828232283,296.775314667,3.961858157
2024-01-06T08:30:00.000Z,1021.361052333,0.480756357,1.44694633,-27.299001333,-30.99626005,0.283684621,1021.361052333,70.754464917,-26.75273045,302.936036,3.545461296
2024-01-06T09:30:00.000Z,1021.5755745,0.471816417,1.448461402,-27.502876683,-31.20336725,0.278076976,1021.5755745,70.686069567,-26.971561333,300.343757167,3.088942744
2024-01-06T10:30:00.000Z,1021.333739667,0.494720644,1.445083773,-26.98997275,-30.683064367,0.292380635,1021.333739667,70.854073667,-26.4205383,286.242680667,3.602505691
2024-01-06T11:30:00.000Z,1021.100305167,0.500289459,1.444270352,-26.9064262,-30.557292917,0.295841347,1021.100305167,71.156767267,-26.328015283,297.8347295,3.153388907
2024-01-06T12:30:00.000Z,1020.866028,0.546569678,1.438784397,-26.029567,-29.585456317,0.324684637,1020.866028,71.992588967,-25.375144667,300.477056833,3.282445286
2024-01-06T13:30:00.000Z,1020.512765667,0.610343016,1.431550008,-24.873774217,-28.338591483,0.364675891,1020.512765667,72.859344917,-24.1142018,310.438422333,4.497629779
2024-01-06T14:30:00.000Z,1020.512839,0.636736502,1.42910068,-24.450073367,-27.857178567,0.381200526,1020.512839,73.3400819,-23.647334883,305.825767333,4.942570067
2024-01-06T15:30:00.000Z,1020.6330625,0.658290593,1.427621683,-24.166420833,-27.483164683,0.394600634,1020.6330625,74.013023383,-23.329024,308.098766167,4.907409582
2024-01-06T16:30:00.000Z,1020.636766,0.662081894,1.427518663,-24.146461417,-27.4183972,0.396901858,1020.636766,74.3232502,-23.303292383,307.177974167,4.797840094
2024-01-06T17:30:00.000Z,1020.3722585,0.652777859,1.427990402,-24.29551245,-27.580957667,0.391159078,1020.3722585,74.2004328,-23.467365367,305.605460667,4.94368896
2024-01-06T18:30:00.000Z,1020.307146667,0.622516772,1.431129272,-24.850558467,-28.121663583,0.372055695,1020.307146667,74.185458567,-24.07273345,309.774373333,4.807848956
2024-01-06T19:30:00.000Z,1020.478366,0.608906212,1.432875102,-25.110120433,-28.372714667,0.36340848,1020.478366,74.191028233,-24.35511165,309.361984167,4.754642542
2024-01-06T20:30:00.000Z,1020.566195,0.622852074,1.431623855,-24.87364685,-28.116921467,0.372121185,1020.566195,74.372479333,-24.095803117,311.3364925,4.800726488
2024-01-06T21:30:00.000Z,1020.609348333,0.642853135,1.429477632,-24.493373167,-27.756355167,0.384753529,1020.609348333,74.314272667,-23.682176567,312.670455,6.28386028
2024-01-06T22:30:00.000Z,1020.70165,0.625410152,1.431455565,-24.813189383,-28.072538767,0.373723195,1020.70165,74.2740567,-24.031036433,309.226148833,4.990564117
2024-01-06T23:30:00.000Z,1020.8446605,0.641356212,1.42962898,-24.460636383,-27.7838139,0.383844119,1020.8446605,73.910385733,-23.651463783,305.006289833,4.25343026
2024-01-07T00:30:00.000Z,1020.783029167,0.604020946,1.433432275,-25.133069683,-28.461481117,0.360349508,1020.783029167,73.7345084,-24.385706967,306.668197,5.325652021
2024-01-07T01:30:00.000Z,1020.7654915,0.598532003,1.43373757,-25.190165533,-28.56735515,0.357004803,1020.7654915,73.3884115,-24.451352067,297.4409875,4.40605217
2024-01-07T02:30:00.000Z,1020.6562945,0.61967007,1.431508157,-24.832478083,-28.1713226,0.370264956,1020.6562945,73.726854883,-24.0589358,281.179980667,5.393659603
2024-01-07T03:30:00.000Z,1020.411256,0.670859187,1.426626367,-24.04595155,-27.275682233,0.40247347,1020.411256,74.633598433,-23.1884647,275.65526,6.277044419
2024-01-07T04:30:00.000Z,1020.0762565,0.6854768,1.425717137,-23.971226683,-27.03193525,0.411501843,1020.0762565,75.8155117,-23.091110583,269.208655,4.903148867
2024-01-07T05:30:00.000Z,1019.679769,0.66536565,1.427182333,-24.32276125,-27.375139583,0.398923867,1019.679769,75.805672883,-23.4757149,258.241957833,5.70352597
2024-01-07T06:30:00.000Z,1019.352933333,0.661361237,1.427074757,-24.3830689,-27.443813067,0.396534861,1019.352933333,75.735389667,-23.542261883,260.981166833,6.580658476
2024-01-07T07:30:00.000Z,1019.022796,0.631175728,1.429730922,-24.920843317,-27.9758482,0.377582659,1019.022796,75.672032917,-24.1298845,258.6332665,4.910969624
2024-01-07T08:30:00.000Z,1018.770099833,0.644786232,1.42802978,-24.687052467,-27.733300667,0.386250327,1018.770099833,75.7778042,-23.873376017,264.726221833,6.583035397
2024-01-07T09:30:00.000Z,1018.490118,0.665387154,1.42545646,-24.3111155,-27.373673183,0.399420894,1018.490118,75.736675367,-23.462777417,260.314519,6.485594648
2024-01-07T10:30:00.000Z,1018.099516333,0.671581917,1.424132888,-24.177550833,-27.265522583,0.403549085,1018.099516333,75.585882367,-23.3182483,267.8291055,6.004131036
2024-01-07T11:30:00.000Z,1017.650450667,0.648492107,1.425932575,-24.59799155,-27.66656365,0.389065658,1017.650450667,75.639006367,-23.7768542,271.69609,5.264747641
2024-01-07T12:30:00.000Z,1017.364271167,0.621876416,1.428214628,-25.06035055,-28.15145485,0.37241152,1017.364271167,75.391016983,-24.282927483,271.883350667,3.901523168
2024-01-07T13:30:00.000Z,1017.016256833,0.588752976,1.43171347,-25.7504375,-28.7728542,0.351530518,1017.016256833,75.738868717,-25.0284782,268.725412833,3.846421402
