Date,Area,Point,Ice Thickness,Snow Depth,Flooding1,Flooding2
2025-04-20,R2,W,162.0,,2024-12-04,
2025-04-20,R2,NW,162.0,,2024-12-04,
2025-04-20,R3,N,183.0,,2024-12-04,2025-02-14
2025-04-20,R3,S,181.0,,2024-12-04,2025-02-14
2025-04-20,R3,E,180.0,,2024-12-04,2025-02-14
2025-04-20,R3,W,184.0,,2024-12-04,2025-02-14
2025-04-20,R4,N,190.0,,2024-12-06,2025-02-20
2025-04-20,R4,S,189.0,,2024-12-06,2025-02-20
2025-04-20,R4,E,182.0,,2024-12-06,2025-02-20
2025-04-20,R4,W,181.0,,2024-12-06,2025-02-20
2025-04-20,R5,N,178.0,,2025-01-15,
2025-04-20,R5,S,173.0,,2025-01-15,
2025-04-20,R5,E,184.0,,2025-01-15,
2025-04-20,R5,W,177.0,,2025-01-15,
2025-04-20,R6,N,191.0,,2025-01-15,2025-02-12
2025-04-20,R6,S,163.0,,2025-01-15,2025-02-12
2025-04-20,R6,E,187.0,,2025-01-15,2025-02-12
2025-04-20,R6,W,192.0,,2025-01-15,2025-02-12
2025-04-20,R7,N,198.0,,2025-01-21,2025-02-15
2025-04-20,R7,S,196.0,,2025-01-21,2025-02-15
2025-04-20,R7,E,191.0,,2025-01-21,2025-02-15
2025-04-20,R7,W,193.0,,2025-01-21,2025-02-15
2025-04-20,R8,N,169.0,,2025-01-15,
2025-04-20,R8,S,177.0,,2025-01-15,
2025-04-20,R8,E,170.0,,2025-01-15,
2025-04-20,R8,W,165.0,,2025-01-15,
2025-05-03,R1,N,151.0,45.0,2024-12-04,
2025-05-03,R1,E,157.0,36.0,2024-12-04,
2025-05-03,R1,S,175.0,22.0,2024-12-04,
2025-05-03,R1,W,167.0,28.0,2024-12-04,
2025-05-03,R2,N,176.0,29.0,2024-12-04,
2025-05-03,R2,E,182.0,36.0,2024-12-04,
2025-05-03,R2,S,177.0,15.0,2024-12-04,
2025-05-03,R2,W,163.0,30.0,2024-12-04,
2025-05-03,R3,N,197.0,7.0,2024-12-04,2025-02-14
2025-05-03,R3,E,188.0,22.0,2024-12-04,2025-02-14
2025-05-03,R3,S,200.0,18.0,2024-12-04,2025-02-14
2025-05-03,R3,W,185.0,17.0,2024-12-04,2025-02-14
2025-05-03,R4,N,185.0,8.0,2024-12-06,2025-02-20
2025-05-03,R4,E,193.0,29.0,2024-12-06,2025-02-20
2025-05-03,R4,S,185.0,24.0,2024-12-06,2025-02-20
2025-05-03,R4,W,181.0,26.0,2024-12-06,2025-02-20
2025-05-03,R5,N,178.0,18.0,2025-01-15,
2025-05-03,R5,E,193.0,12.0,2025-01-15,
2025-05-03,R5,S,180.0,25.0,2025-01-15,
2025-05-03,R5,W,184.0,23.0,2025-01-15,
2025-05-03,R6,N,175.0,15.0,2025-01-15,2025-02-12
2025-05-03,R6,E,183.0,13.0,2025-01-15,2025-02-12
2025-05-03,R6,S,201.0,14.0,2025-01-15,2025-02-12
2025-05-03,R6,W,196.0,19.0,2025-01-15,2025-02-12
2025-05-03,R7,N,205.0,12.0,2025-01-21,2025-02-15
2025-05-03,R7,E,195.0,18.0,2025-01-21,2025-02-15
2025-05-03,R7,S,196.0,16.0,2025-01-21,2025-02-15
2025-05-03,R7,W,217.0,16.0,2025-01-21,2025-02-15
2025-05-03,R8,N,186.0,12.0,2025-01-15,
2025-05-03,R8,E,182.0,25.0,2025-01-15,
2025-05-03,R8,S,172.0,28.0,2025-01-15,
2025-05-03,R8,W,171.0,18.0,2025-01-15,
2025-05-12,R5,,158.0,27.0,2025-01-21,
2025-05-12,R5,,181.0,27.0,2025-01-21,
2025-05-12,R5,,179.0,23.0,2025-01-31,
2025-05-12,R5,,203.0,13.0,2025-01-21,
2025-05-12,R5,,192.0,20.0,2025-01-21,
2025-05-12,R5,,194.0,10.0,2025-01-27,
2025-05-12,R5,,170.0,28.0,2025-01-21,
2025-05-12,R5,,169.0,18.0,2025-01-21,
2025-05-12,R5,,184.0,24.0,2025-01-27,
2025-05-12,R5,,184.0,31.0,2025-01-23,
2025-05-12,R5,,186.0,22.0,2025-01-21,
2025-05-12,R5,,190.0,15.0,2025-01-21,
2025-05-12,R5,,190.0,6.0,2025-01-24,
2025-05-12,R1,,170.0,32.0,2024-12-06,
2025-05-12,R1,,180.0,28.0,2024-12-12,
2025-05-12,R1,,180.0,21.0,2024-12-04,
2025-05-12,R1,,152.0,39.0,2024-12-04,
2025-05-12,R1,,176.0,14.0,2024-12-04,
2025-05-12,R1,,178.0,33.0,2024-12-04,
2025-05-12,R1,,175.0,24.0,2024-12-04,
2025-05-12,R1,,180.0,17.0,2024-12-04,
2025-05-12,R1,,177.0,23.0,2024-12-04,
2025-05-12,R1,,181.0,19.0,2024-12-04,
2025-05-12,R1,,198.0,18.0,2024-12-04,
2025-05-12,R1,,166.0,18.0,2024-12-04,
2025-05-12,R1,,180.0,20.0,2024-12-09,
2025-05-13,R2,,158.0,24.0,2024-12-04,
2025-05-13,R2,,190.0,13.0,2024-12-04,
2025-05-13,R2,,182.0,16.0,2024-12-04,
2025-05-13,R2,,172.0,33.0,2024-12-12,
2025-05-13,R2,,169.0,28.0,2024-12-04,
2025-05-13,R2,,176.0,34.0,2024-12-12,
2025-05-13,R2,,168.0,22.0,2024-12-07,
2025-05-13,R2,,180.0,20.0,2024-12-04,
2025-05-13,R2,,183.0,26.0,2024-12-04,
2025-05-13,R2,,175.0,31.0,2024-12-04,
2025-05-13,R2,,175.0,19.0,2024-12-07,
2025-05-13,R2,,181.0,21.0,2024-12-07,
2025-05-13,R3,,181.0,15.0,2024-12-11,2025-02-16
2025-05-13,R3,,197.0,17.0,2024-12-11,2025-02-16
2025-05-13,R3,,186.0,9.0,2024-12-11,2025-02-19
2025-05-13,R3,,194.0,5.0,2024-12-11,2025-02-20
2025-05-13,R3,,172.0,22.0,2024-12-11,
2025-05-13,R3,,192.0,14.0,2024-12-11,2025-02-18
2025-05-13,R3,,190.0,26.0,2024-12-06,2025-02-13
2025-05-13,R3,,187.0,23.0,2024-12-11,2025-02-20
2025-05-13,R3,,190.0,17.0,2024-12-04,2025-02-14
2025-05-13,R3,,160.0,31.0,2024-12-04,
2025-05-13,R3,,175.0,17.0,2024-12-04,
2025-05-13,R3,,199.0,15.0,2024-12-04,2025-02-17
2025-05-13,R3,,177.0,21.0,2024-12-04,
2025-05-13,R4,,169.0,25.0,2024-12-06,
2025-05-13,R4,,191.0,10.0,2024-12-04,2025-02-18
2025-05-13,R4,,178.0,21.0,2024-12-06,2025-02-19
2025-05-13,R4,,170.0,23.0,2024-12-04,
2025-05-13,R4,,200.0,7.0,2024-12-04,2025-02-14
2025-05-13,R4,,188.0,23.0,2024-12-04,2025-02-14
2025-05-13,R4,,179.0,34.0,2024-12-04,2025-02-15
2025-05-13,R4,,199.0,16.0,2024-12-04,2025-02-13
2025-05-13,R4,,194.0,14.0,2024-12-04,2025-02-17
2025-05-13,R4,,161.0,22.0,2024-12-04,
2025-05-13,R4,,200.0,8.0,2024-12-04,2025-02-17
2025-05-14,R6,,161.0,28.0,2025-01-21,
2025-05-14,R6,,199.0,25.0,2025-01-22,2025-02-15
2025-05-14,R6,,203.0,19.0,2025-01-22,2025-02-13
2025-05-14,R6,,194.0,18.0,2025-01-21,2025-02-18
2025-05-14,R6,,197.0,13.0,2025-01-21,2025-02-15
2025-05-14,R6,,190.0,10.0,2025-01-21,2025-02-15
2025-05-14,R6,,186.0,10.0,2025-01-21,2025-02-18
2025-05-14,R6,,192.0,3.0,2025-01-21,2025-02-18
2025-05-14,R6,,189.0,16.0,2025-01-21,2025-02-17
2025-05-14,R6,,181.0,12.0,2025-01-21,
2025-05-14,R6,,177.0,19.0,2025-01-21,
2025-05-14,R6,,191.0,19.0,2025-01-21,2025-02-16
2025-05-14,R6,,192.0,11.0,2025-01-21,2025-02-17
2025-05-14,R6,,202.0,11.0,2025-01-27,2025-02-14
2025-05-14,R6,,181.0,18.0,2025-01-27,2025-02-14
2025-05-14,R7,,184.0,12.0,2025-01-25,2025-02-13
2025-05-14,R7,,186.0,12.0,2025-01-25,2025-02-13
2025-05-14,R7,,197.0,18.0,2025-01-26,
2025-05-14,R7,,197.0,13.0,2025-01-25,2025-02-21
2025-05-14,R7,,189.0,11.0,2025-01-23,2025-02-14
2025-05-14,R7,,201.0,6.0,2025-01-23,2025-02-14
2025-05-14,R7,,187.0,17.0,2025-01-24,2025-02-14
2025-05-14,R7,,191.0,13.0,2025-01-25,2025-02-21
2025-05-14,R7,,194.0,13.0,2025-01-25,2025-02-21
2025-05-14,R7,,190.0,16.0,2025-01-21,2025-02-20
2025-05-14,R7,,199.0,7.0,2025-01-21,2025-02-18
2025-05-14,R7,,189.0,17.0,2025-01-21,2025-02-17
2025-05-14,R7,,201.0,11.0,2025-01-21,2025-02-15
2025-05-15,R8,,183.0,15.0,2025-01-21,
2025-05-15,R8,,183.0,18.0,2025-01-24,
2025-05-15,R8,,185.0,14.0,2025-01-21,
2025-05-15,R8,,179.0,11.0,2025-01-21,
2025-05-15,R8,,178.0,26.0,2025-01-21,
2025-05-15,R8,,195.0,13.0,2025-01-22,
2025-05-15,R8,,186.0,18.0,2025-01-21,
2025-05-15,R8,,187.0,19.0,2025-01-21,
2025-05-15,R8,,186.0,18.0,2025-01-21,
2025-05-15,R8,,181.0,18.0,2025-01-22,
2025-05-15,R8,,184.0,17.0,2025-01-21,
2025-05-15,R8,,176.0,28.0,2025-01-21,
2025-05-15,R8,,191.0,8.0,2025-01-23,
2025-05-20,R1,Center,,35.0,,
2025-05-20,R2,Center,,37.0,,
2025-05-20,R3,Center,,25.0,,
2025-05-20,R4,Center,,28.0,,
2025-05-20,R5,Center,,15.0,,
2025-05-20,R6,Center,,10.0,,
2025-05-20,R7,Center,,30.0,,
2025-05-20,R8,Center,,30.0,,
